G,Date,Start (ET),Venue,Opponent,Result,Tm,Opp,W,L,Streak,Attend.,LOG,Season,Team
60,2025-02-28,9:00p,Home,New Orleans Pelicans,W,125,108,28,32,W 1,17071,2:03,2024,PHO
61,2025-03-02,9:30p,Home,Minnesota Timberwolves,L,98,116,28,33,L 1,17071,2:18,2024,PHO
62,2025-03-04,10:00p,Home,Los Angeles Clippers,W,119,117,29,33,W 1,17071,2:26,2024,PHO
63,2025-03-07,10:00p,Away,Denver Nuggets,L,141,149,29,34,L 1,19808,2:34,2024,PHO
64,2025-03-09,3:30p,Away,Dallas Mavericks,W,125,116,30,34,W 1,20013,2:05,2024,PHO
65,2025-03-10,8:00p,Away,Memphis Grizzlies,L,118,120,30,35,L 1,16545,2:33,2024,PHO
66,2025-03-12,8:00p,Away,Houston Rockets,L,104,111,30,36,L 2,18055,2:12,2024,PHO
67,2025-03-14,10:00p,Home,Sacramento Kings,W,122,106,31,36,W 1,17071,2:12,2024,PHO
68,2025-03-16,3:30p,Away,Los Angeles Lakers,L,96,107,31,37,L 1,18997,2:24,2024,PHO
69,2025-03-17,10:00p,Home,Toronto Raptors,W,129,89,32,37,W 1,17071,2:03,2024,PHO
70,2025-03-19,10:00p,Home,Chicago Bulls,W,127,121,33,37,W 2,17071,2:10,2024,PHO
71,2025-03-21,10:00p,Home,Cleveland Cavaliers,W,123,112,34,37,W 3,17071,1:57,2024,PHO
72,2025-03-24,10:00p,Home,Milwaukee Bucks,W,108,106,35,37,W 4,17071,2:24,2024,PHO
73,2025-03-26,10:00p,Home,Boston Celtics,L,102,132,35,38,L 1,17071,2:13,2024,PHO
74,2025-03-28,8:00p,Away,Minnesota Timberwolves,L,109,124,35,39,L 2,18978,2:02,2024,PHO
75,2025-03-30,9:00p,Home,Houston Rockets,L,109,148,35,40,L 3,17071,2:09,2024,PHO
76,2025-04-01,7:30p,Away,Milwaukee Bucks,L,123,133,35,41,L 4,17341,2:28,2024,PHO
77,2025-04-04,7:30p,Away,Boston Celtics,L,103,123,35,42,L 5,19156,2:05,2024,PHO
78,2025-04-06,7:00p,Away,New York Knicks,L,98,112,35,43,L 6,19812,2:14,2024,PHO
79,2025-04-08,10:00p,Home,Golden State Warriors,L,95,133,35,44,L 7,17071,2:09,2024,PHO
80,2025-04-09,10:00p,Home,Oklahoma City Thunder,L,112,125,35,45,L 8,17071,2:12,2024,PHO
81,2025-04-11,10:00p,Home,San Antonio Spurs,W,117,98,36,45,W 1,17071,1:58,2024,PHO
82,2025-04-13,3:30p,Away,Sacramento Kings,L,98,109,36,46,L 1,17832,1:52,2024,PHO
1,2024-10-23,10:00p,Home,Golden State Warriors,L,104,140,0,1,L 1,19480,2:17,2024,POR
2,2024-10-25,10:00p,Home,New Orleans Pelicans,L,103,105,0,2,L 2,16190,2:23,2024,POR
3,2024-10-27,6:00p,Home,New Orleans Pelicans,W,125,103,1,2,W 1,16138,2:09,2024,POR
4,2024-10-28,10:00p,Away,Sacramento Kings,L,98,111,1,3,L 1,16426,2:26,2024,POR
5,2024-10-30,10:30p,Away,Los Angeles Clippers,W,106,105,2,3,W 1,16727,2:11,2024,POR
6,2024-11-01,10:00p,Home,Oklahoma City Thunder,L,114,137,2,4,L 1,17815,2:11,2024,POR
7,2024-11-02,10:00p,Away,Phoenix Suns,L,97,103,2,5,L 2,17071,2:08,2024,POR
8,2024-11-04,9:30p,Away,New Orleans Pelicans,W,118,100,3,5,W 1,14932,2:07,2024,POR
9,2024-11-07,8:00p,Away,San Antonio Spurs,L,105,118,3,6,L 1,17120,2:09,2024,POR
10,2024-11-08,9:00p,Away,Minnesota Timberwolves,L,102,127,3,7,L 2,18978,2:08,2024,POR
11,2024-11-10,9:00p,Home,Memphis Grizzlies,L,89,134,3,8,L 3,18477,2:05,2024,POR
12,2024-11-12,10:00p,Home,Minnesota Timberwolves,W,122,108,4,8,W 1,16880,2:14,2024,POR
13,2024-11-13,10:00p,Home,Minnesota Timberwolves,W,106,98,5,8,W 2,17353,2:13,2024,POR
14,2024-11-17,6:00p,Home,Atlanta Hawks,W,114,110,6,8,W 3,17384,2:25,2024,POR
15,2024-11-20,8:00p,Away,Oklahoma City Thunder,L,99,109,6,9,L 1,17752,2:17,2024,POR
16,2024-11-22,8:00p,Away,Houston Rockets,L,88,116,6,10,L 2,15546,2:10,2024,POR
17,2024-11-23,8:00p,Away,Houston Rockets,W,104,98,7,10,W 1,16102,2:28,2024,POR
18,2024-11-25,8:00p,Away,Memphis Grizzlies,L,98,123,7,11,L 1,15796,2:16,2024,POR
19,2024-11-27,7:00p,Away,Indiana Pacers,L,114,121,7,12,L 2,17274,2:15,2024,POR
20,2024-11-29,10:00p,Home,Sacramento Kings,W,115,106,8,12,W 1,17565,2:12,2024,POR
21,2024-12-01,9:00p,Home,Dallas Mavericks,L,131,137,8,13,L 1,16205,2:11,2024,POR
22,2024-12-03,10:30p,Away,Los Angeles Clippers,L,105,127,8,14,L 2,15583,2:06,2024,POR
23,2024-12-06,10:00p,Home,Utah Jazz,L,99,141,8,15,L 3,16446,2:07,2024,POR
24,2024-12-08,9:30p,Away,Los Angeles Lakers,L,98,107,8,16,L 4,18997,2:07,2024,POR
25,2024-12-13,10:00p,Home,San Antonio Spurs,L,116,118,8,17,L 5,17025,2:16,2024,POR
26,2024-12-15,8:00p,Away,Phoenix Suns,L,109,116,8,18,L 6,17071,2:06,2024,POR
27,2024-12-19,10:00p,Home,Denver Nuggets,W,126,124,9,18,W 1,16753,2:14,2024,POR
28,2024-12-21,8:30p,Away,San Antonio Spurs,L,94,114,9,19,L 1,18354,2:06,2024,POR
29,2024-12-23,8:30p,Away,Dallas Mavericks,L,108,132,9,20,L 2,20225,2:15,2024,POR
30,2024-12-26,10:00p,Home,Utah Jazz,W,122,120,10,20,W 1,16934,2:07,2024,POR
31,2024-12-28,10:00p,Home,Dallas Mavericks,W,126,122,11,20,W 2,19335,2:17,2024,POR
32,2024-12-30,10:00p,Home,Philadelphia 76ers,L,103,125,11,21,L 1,16721,2:27,2024,POR
33,2025-01-02,10:30p,Away,Los Angeles Lakers,L,106,114,11,22,L 2,17812,2:09,2024,POR
34,2025-01-04,8:00p,Away,Milwaukee Bucks,W,105,102,12,22,W 1,17595,2:01,2024,POR
35,2025-01-06,7:00p,Away,Detroit Pistons,L,115,118,12,23,L 1,16002,2:09,2024,POR
36,2025-01-08,8:00p,Away,New Orleans Pelicans,W,119,100,13,23,W 1,16425,1:58,2024,POR
37,2025-01-09,7:30p,Away,Dallas Mavericks,L,111,117,13,24,L 1,19241,2:15,2024,POR
38,2025-01-11,10:00p,Home,Miami Heat,L,98,119,13,25,L 2,17505,2:08,2024,POR
39,2025-01-14,10:00p,Home,Brooklyn Nets,L,114,132,13,26,L 3,16127,2:13,2024,POR
40,2025-01-16,10:00p,Home,Los Angeles Clippers,L,89,118,13,27,L 4,16374,2:09,2024,POR
41,2025-01-18,10:00p,Home,Houston Rockets,L,103,125,13,28,L 5,17077,2:05,2024,POR
42,2025-01-19,9:00p,Home,Chicago Bulls,W,113,102,14,28,W 1,16976,2:18,2024,POR
43,2025-01-21,7:30p,Away,Miami Heat,W,116,107,15,28,W 2,19600,2:08,2024,POR
44,2025-01-23,7:00p,Away,Orlando Magic,W,101,79,16,28,W 3,19422,2:13,2024,POR
45,2025-01-24,7:00p,Away,Charlotte Hornets,W,102,97,17,28,W 4,16228,2:20,2024,POR
46,2025-01-26,6:00p,Home,Oklahoma City Thunder,L,108,118,17,29,L 1,17619,2:19,2024,POR
47,2025-01-28,10:00p,Home,Milwaukee Bucks,W,125,112,18,29,W 1,17030,2:20,2024,POR
48,2025-01-30,10:00p,Home,Orlando Magic,W,119,90,19,29,W 2,16217,2:19,2024,POR
49,2025-02-01,10:00p,Home,Phoenix Suns,W,127,108,20,29,W 3,17421,2:11,2024,POR
50,2025-02-03,10:00p,Home,Phoenix Suns,W,121,119,21,29,W 4,16205,2:34,2024,POR
51,2025-02-04,10:00p,Home,Indiana Pacers,W,112,89,22,29,W 5,16005,2:10,2024,POR
52,2025-02-06,10:00p,Home,Sacramento Kings,W,108,102,23,29,W 6,16953,2:08,2024,POR
53,2025-02-08,8:00p,Away,Minnesota Timberwolves,L,98,114,23,30,L 1,18978,2:16,2024,POR
54,2025-02-10,9:00p,Away,Denver Nuggets,L,117,146,23,31,L 2,19535,2:10,2024,POR
55,2025-02-12,9:00p,Away,Denver Nuggets,L,121,132,23,32,L 3,19901,2:13,2024,POR
56,2025-02-20,10:00p,Home,Los Angeles Lakers,L,102,110,23,33,L 4,19399,2:21,2024,POR
57,2025-02-22,10:00p,Home,Charlotte Hornets,W,141,88,24,33,W 1,18501,2:04,2024,POR
58,2025-02-24,9:00p,Away,Utah Jazz,W,114,112,25,33,W 2,18175,2:25,2024,POR
59,2025-02-26,7:00p,Away,Washington Wizards,W,129,121,26,33,W 3,12943,2:29,2024,POR
60,2025-02-28,7:30p,Away,Brooklyn Nets,W,121,102,27,33,W 4,18018,2:20,2024,POR
61,2025-03-02,3:30p,Away,Cleveland Cavaliers,L,129,133,27,34,L 1,19432,2:51,2024,POR
62,2025-03-03,7:00p,Away,Philadelphia 76ers,W,119,102,28,34,W 1,19776,2:01,2024,POR
63,2025-03-05,7:00p,Away,Boston Celtics,L,118,128,28,35,L 1,19156,2:05,2024,POR
64,2025-03-07,8:00p,Away,Oklahoma City Thunder,L,89,107,28,36,L 2,17911,2:07,2024,POR
65,2025-03-09,9:00p,Home,Detroit Pistons,L,112,119,28,37,L 3,19661,2:22,2024,POR
66,2025-03-10,10:00p,Away,Golden State Warriors,L,120,130,28,38,L 4,18064,2:12,2024,POR
67,2025-03-12,10:00p,Home,New York Knicks,L,113,114,28,39,L 5,17510,2:41,2024,POR
68,2025-03-16,6:00p,Home,Toronto Raptors,W,105,102,29,39,W 1,18154,2:15,2024,POR
69,2025-03-17,10:00p,Home,Washington Wizards,W,112,97,30,39,W 2,17919,2:02,2024,POR
70,2025-03-19,10:00p,Home,Memphis Grizzlies,W,115,99,31,39,W 3,18491,2:11,2024,POR
71,2025-03-21,10:00p,Home,Denver Nuggets,W,128,109,32,39,W 4,17410,2:16,2024,POR
72,2025-03-23,6:00p,Home,Boston Celtics,L,116,129,32,40,L 1,18181,1:58,2024,POR
73,2025-03-25,10:00p,Home,Cleveland Cavaliers,L,111,122,32,41,L 2,19335,2:05,2024,POR
74,2025-03-27,10:00p,Away,Sacramento Kings,L,107,128,32,42,L 3,16671,2:11,2024,POR
75,2025-03-30,6:00p,Away,New York Knicks,L,93,110,32,43,L 4,19812,2:07,2024,POR
76,2025-04-01,7:30p,Away,Atlanta Hawks,W,127,113,33,43,W 1,17124,2:23,2024,POR
77,2025-04-03,7:30p,Away,Toronto Raptors,W,112,103,34,43,W 2,18548,2:02,2024,POR
78,2025-04-04,8:00p,Away,Chicago Bulls,L,113,118,34,44,L 1,21572,2:09,2024,POR
79,2025-04-06,6:00p,Home,San Antonio Spurs,W,120,109,35,44,W 1,17928,2:17,2024,POR
80,2025-04-09,9:00p,Away,Utah Jazz,L,126,133,35,45,L 1,18175,2:28,2024,POR
81,2025-04-11,10:00p,Home,Golden State Warriors,L,86,103,35,46,L 2,19335,2:08,2024,POR
82,2025-04-13,3:30p,Home,Los Angeles Lakers,W,109,81,36,46,W 1,19335,2:03,2024,POR
1,2024-10-24,7:30p,Away,Dallas Mavericks,L,109,120,0,1,L 1,20373,2:18,2024,SAS
2,2024-10-26,8:30p,Home,Houston Rockets,W,109,106,1,1,W 1,18715,2:26,2024,SAS
3,2024-10-28,8:00p,Home,Houston Rockets,L,101,106,1,2,L 1,17519,2:23,2024,SAS
4,2024-10-30,9:30p,Away,Oklahoma City Thunder,L,93,105,1,3,L 2,17136,2:01,2024,SAS
5,2024-10-31,9:00p,Away,Utah Jazz,W,106,88,2,3,W 1,18175,2:10,2024,SAS
6,2024-11-02,8:00p,Home,Minnesota Timberwolves,W,113,103,3,3,W 2,18257,2:12,2024,SAS
7,2024-11-04,10:30p,Away,Los Angeles Clippers,L,104,113,3,4,L 1,15927,2:05,2024,SAS
8,2024-11-06,8:00p,Away,Houston Rockets,L,100,127,3,5,L 2,16208,1:59,2024,SAS
9,2024-11-07,8:00p,Home,Portland Trail Blazers,W,118,105,4,5,W 1,17120,2:09,2024,SAS
10,2024-11-09,5:00p,Home,Utah Jazz,L,110,111,4,6,L 1,18354,2:22,2024,SAS
11,2024-11-11,8:00p,Home,Sacramento Kings,W,116,96,5,6,W 1,17163,2:03,2024,SAS
12,2024-11-13,8:00p,Home,Washington Wizards,W,139,130,6,6,W 2,16602,2:22,2024,SAS
13,2024-11-15,7:30p,Home,Los Angeles Lakers,L,115,120,6,7,L 1,18916,2:18,2024,SAS
14,2024-11-16,8:30p,Away,Dallas Mavericks,L,93,110,6,8,L 2,20311,2:10,2024,SAS
15,2024-11-19,9:30p,Home,Oklahoma City Thunder,W,110,104,7,8,W 1,16667,2:16,2024,SAS
16,2024-11-21,8:00p,Home,Utah Jazz,W,126,118,8,8,W 2,17087,2:22,2024,SAS
17,2024-11-23,8:30p,Home,Golden State Warriors,W,104,94,9,8,W 3,18847,2:10,2024,SAS
18,2024-11-26,9:00p,Away,Utah Jazz,W,128,115,10,8,W 4,18175,2:19,2024,SAS
19,2024-11-27,8:30p,Home,Los Angeles Lakers,L,101,119,10,9,L 1,19120,2:05,2024,SAS
20,2024-12-01,9:00p,Away,Sacramento Kings,W,127,125,11,9,W 1,16014,2:18,2024,SAS
21,2024-12-03,9:00p,Away,Phoenix Suns,L,93,104,11,10,L 1,17071,2:15,2024,SAS
22,2024-12-05,8:00p,Home,Chicago Bulls,L,124,139,11,11,L 2,17720,2:22,2024,SAS
23,2024-12-06,8:00p,Home,Sacramento Kings,L,113,140,11,12,L 3,16796,2:13,2024,SAS
24,2024-12-08,7:00p,Home,New Orleans Pelicans,W,121,116,12,12,W 1,16840,2:20,2024,SAS
25,2024-12-13,10:00p,Away,Portland Trail Blazers,W,118,116,13,12,W 2,17025,2:16,2024,SAS
26,2024-12-15,7:00p,Home,Minnesota Timberwolves,L,92,106,13,13,L 1,16816,2:03,2024,SAS
27,2024-12-19,8:00p,Home,Atlanta Hawks,W,133,126,14,13,W 1,17852,2:36,2024,SAS
28,2024-12-21,8:30p,Home,Portland Trail Blazers,W,114,94,15,13,W 2,18354,2:06,2024,SAS
29,2024-12-23,7:00p,Away,Philadelphia 76ers,L,106,111,15,14,L 1,19986,2:20,2024,SAS
30,2024-12-25,12:00p,Away,New York Knicks,L,114,117,15,15,L 2,19812,2:19,2024,SAS
31,2024-12-27,7:30p,Away,Brooklyn Nets,W,96,87,16,15,W 1,17990,2:20,2024,SAS
32,2024-12-29,9:00p,Away,Minnesota Timberwolves,L,110,112,16,16,L 1,18978,2:20,2024,SAS
33,2024-12-31,7:00p,Home,Los Angeles Clippers,W,122,86,17,16,W 1,18690,2:03,2024,SAS
34,2025-01-03,9:00p,Away,Denver Nuggets,W,113,110,18,16,W 2,19922,2:02,2024,SAS
35,2025-01-04,8:00p,Home,Denver Nuggets,L,111,122,18,17,L 1,19038,2:31,2024,SAS
36,2025-01-06,8:00p,Away,Chicago Bulls,L,110,114,18,18,L 2,18886,2:13,2024,SAS
37,2025-01-08,9:30p,Away,Milwaukee Bucks,L,105,121,18,19,L 3,17341,2:10,2024,SAS
38,2025-01-13,10:30p,Away,Los Angeles Lakers,W,126,102,19,19,W 1,18737,2:14,2024,SAS
39,2025-01-15,8:00p,Home,Memphis Grizzlies,L,115,129,19,20,L 1,18354,2:08,2024,SAS
40,2025-01-17,9:30p,Home,Memphis Grizzlies,L,112,140,19,21,L 2,18354,2:19,2024,SAS
41,2025-01-19,3:00p,Away,Miami Heat,L,107,128,19,22,L 3,19828,2:00,2024,SAS
42,2025-01-23,2:00p,Away,Indiana Pacers,W,140,110,20,22,W 1,15935,2:02,2024,SAS
43,2025-01-25,12:00p,Home,Indiana Pacers,L,98,136,20,23,L 1,15979,2:22,2024,SAS
44,2025-01-29,8:00p,Home,Los Angeles Clippers,L,116,128,20,24,L 2,18354,2:09,2024,SAS
45,2025-01-31,8:00p,Home,Milwaukee Bucks,W,144,118,21,24,W 1,17804,2:21,2024,SAS
46,2025-02-01,8:30p,Home,Miami Heat,L,103,105,21,25,L 1,18354,2:09,2024,SAS
47,2025-02-03,8:00p,Away,Memphis Grizzlies,L,109,128,21,26,L 2,16575,2:48,2024,SAS
48,2025-02-05,7:00p,Away,Atlanta Hawks,W,126,125,22,26,W 1,17191,2:19,2024,SAS
49,2025-02-07,7:00p,Away,Charlotte Hornets,L,116,117,22,27,L 1,19290,2:20,2024,SAS
50,2025-02-08,7:00p,Away,Orlando Magic,L,111,112,22,28,L 2,19354,2:11,2024,SAS
51,2025-02-10,7:00p,Away,Washington Wizards,W,131,121,23,28,W 1,17446,2:18,2024,SAS
52,2025-02-12,7:00p,Away,Boston Celtics,L,103,116,23,29,L 1,19156,2:06,2024,SAS
53,2025-02-20,9:30p,Home,Phoenix Suns,W,120,109,24,29,W 1,16246,2:25,2024,SAS
54,2025-02-21,8:30p,Home,Detroit Pistons,L,110,125,24,30,L 1,16143,2:11,2024,SAS
55,2025-02-23,7:00p,Away,New Orleans Pelicans,L,96,114,24,31,L 2,17399,2:16,2024,SAS
56,2025-02-25,8:00p,Away,New Orleans Pelicans,L,103,109,24,32,L 3,16767,2:20,2024,SAS
57,2025-02-26,9:30p,Away,Houston Rockets,L,106,118,24,33,L 4,18055,2:11,2024,SAS
58,2025-03-01,8:00p,Away,Memphis Grizzlies,W,130,128,25,33,W 1,16822,2:18,2024,SAS
59,2025-03-02,7:00p,Home,Oklahoma City Thunder,L,132,146,25,34,L 1,17745,2:21,2024,SAS
60,2025-03-04,8:30p,Home,Brooklyn Nets,W,127,113,26,34,W 1,16703,2:05,2024,SAS
61,2025-03-07,10:00p,Away,Sacramento Kings,L,109,127,26,35,L 1,18332,2:12,2024,SAS
62,2025-03-09,8:00p,Away,Minnesota Timberwolves,L,124,141,26,36,L 2,17875,2:07,2024,SAS
63,2025-03-10,8:30p,Home,Dallas Mavericks,L,129,133,26,37,L 3,17735,2:16,2024,SAS
64,2025-03-12,8:00p,Home,Dallas Mavericks,W,126,116,27,37,W 1,18354,2:07,2024,SAS
65,2025-03-14,8:00p,Home,Charlotte Hornets,L,134,145,27,38,L 1,18510,2:09,2024,SAS
66,2025-03-15,8:30p,Home,New Orleans Pelicans,W,119,115,28,38,W 1,18549,2:20,2024,SAS
67,2025-03-17,10:30p,Away,Los Angeles Lakers,L,109,125,28,39,L 1,17723,2:08,2024,SAS
68,2025-03-19,8:00p,Home,New York Knicks,W,120,105,29,39,W 1,18521,2:10,2024,SAS
69,2025-03-21,8:00p,Home,Philadelphia 76ers,W,128,120,30,39,W 2,17803,2:12,2024,SAS
70,2025-03-23,6:00p,Away,Toronto Raptors,W,123,89,31,39,W 3,18276,2:07,2024,SAS
71,2025-03-25,7:00p,Away,Detroit Pistons,L,96,122,31,40,L 1,19511,2:06,2024,SAS
72,2025-03-27,7:00p,Away,Cleveland Cavaliers,L,116,124,31,41,L 2,19432,2:18,2024,SAS
73,2025-03-29,8:00p,Home,Boston Celtics,L,111,121,31,42,L 3,18674,2:09,2024,SAS
74,2025-03-30,7:00p,Home,Golden State Warriors,L,106,148,31,43,L 4,18558,2:04,2024,SAS
75,2025-04-01,8:00p,Home,Orlando Magic,L,105,116,31,44,L 5,17770,2:07,2024,SAS
76,2025-04-02,9:00p,Away,Denver Nuggets,W,113,106,32,44,W 1,19524,2:07,2024,SAS
77,2025-04-04,8:00p,Home,Cleveland Cavaliers,L,113,114,32,45,L 1,17819,2:04,2024,SAS
78,2025-04-06,6:00p,Away,Portland Trail Blazers,L,109,120,32,46,L 2,17928,2:17,2024,SAS
79,2025-04-08,10:30p,Away,Los Angeles Clippers,L,117,122,32,47,L 3,17927,2:06,2024,SAS
80,2025-04-09,10:00p,Away,Golden State Warriors,W,114,111,33,47,W 1,18064,2:17,2024,SAS
81,2025-04-11,10:00p,Away,Phoenix Suns,L,98,117,33,48,L 1,17071,1:58,2024,SAS
82,2025-04-13,3:30p,Home,Toronto Raptors,W,125,118,34,48,W 1,18672,2:14,2024,SAS
1,2024-10-23,8:00p,Home,Chicago Bulls,W,123,111,1,0,W 1,18581,2:11,2024,NOP
2,2024-10-25,10:00p,Away,Portland Trail Blazers,W,105,103,2,0,W 2,16190,2:23,2024,NOP
3,2024-10-27,6:00p,Away,Portland Trail Blazers,L,103,125,2,1,L 1,16138,2:09,2024,NOP
4,2024-10-29,10:00p,Away,Golden State Warriors,L,106,124,2,2,L 2,18064,2:20,2024,NOP
5,2024-10-30,10:00p,Away,Golden State Warriors,L,89,104,2,3,L 3,18064,2:19,2024,NOP
6,2024-11-01,8:00p,Home,Indiana Pacers,W,125,118,3,3,W 1,15133,2:10,2024,NOP
7,2024-11-03,7:00p,Home,Atlanta Hawks,L,111,126,3,4,L 1,15505,2:07,2024,NOP
8,2024-11-04,9:30p,Home,Portland Trail Blazers,L,100,118,3,5,L 2,14932,2:07,2024,NOP
9,2024-11-06,8:00p,Home,Cleveland Cavaliers,L,122,131,3,6,L 3,15694,2:11,2024,NOP
10,2024-11-08,7:00p,Away,Orlando Magic,L,88,115,3,7,L 4,18565,2:07,2024,NOP
11,2024-11-11,8:00p,Home,Brooklyn Nets,L,105,107,3,8,L 5,16895,2:18,2024,NOP
12,2024-11-13,7:30p,Away,Oklahoma City Thunder,L,88,106,3,9,L 6,17180,2:12,2024,NOP
13,2024-11-15,8:00p,Home,Denver Nuggets,W,101,94,4,9,W 1,16137,2:04,2024,NOP
14,2024-11-16,8:00p,Home,Los Angeles Lakers,L,99,104,4,10,L 1,18761,2:12,2024,NOP
15,2024-11-19,8:30p,Away,Dallas Mavericks,L,91,132,4,11,L 2,20077,2:08,2024,NOP
16,2024-11-20,7:30p,Away,Cleveland Cavaliers,L,100,128,4,12,L 3,19432,1:59,2024,NOP
17,2024-11-22,7:30p,Home,Golden State Warriors,L,108,112,4,13,L 4,16820,2:28,2024,NOP
18,2024-11-25,7:00p,Away,Indiana Pacers,L,110,114,4,14,L 5,16059,2:10,2024,NOP
19,2024-11-27,8:00p,Home,Toronto Raptors,L,93,119,4,15,L 6,17307,2:00,2024,NOP
20,2024-11-29,5:00p,Away,Memphis Grizzlies,L,109,120,4,16,L 7,17014,2:09,2024,NOP
21,2024-12-01,6:00p,Away,New York Knicks,L,85,118,4,17,L 8,19812,2:03,2024,NOP
22,2024-12-02,7:30p,Away,Atlanta Hawks,L,112,124,4,18,L 9,15034,2:12,2024,NOP
23,2024-12-05,8:00p,Home,Phoenix Suns,W,126,124,5,18,W 1,16365,2:21,2024,NOP
24,2024-12-07,7:00p,Home,Oklahoma City Thunder,L,109,119,5,19,L 1,15718,2:17,2024,NOP
25,2024-12-08,7:00p,Away,San Antonio Spurs,L,116,121,5,20,L 2,16840,2:20,2024,NOP
26,2024-12-12,8:00p,Home,Sacramento Kings,L,109,111,5,21,L 3,15488,2:12,2024,NOP
27,2024-12-15,5:00p,Away,Indiana Pacers,L,104,119,5,22,L 4,16792,2:08,2024,NOP
28,2024-12-19,8:00p,Away,Houston Rockets,L,113,133,5,23,L 5,18055,2:13,2024,NOP
29,2024-12-21,8:00p,Home,New York Knicks,L,93,104,5,24,L 6,16696,2:07,2024,NOP
30,2024-12-22,7:00p,Home,Denver Nuggets,L,129,132,5,25,L 7,17474,2:39,2024,NOP
31,2024-12-26,8:00p,Home,Houston Rockets,L,111,128,5,26,L 8,16052,2:03,2024,NOP
32,2024-12-27,8:00p,Home,Memphis Grizzlies,L,124,132,5,27,L 9,17328,2:24,2024,NOP
33,2024-12-30,8:00p,Home,Los Angeles Clippers,L,113,116,5,28,L 10,17303,2:27,2024,NOP
34,2025-01-01,7:30p,Away,Miami Heat,L,108,119,5,29,L 11,20013,2:10,2024,NOP
35,2025-01-03,8:00p,Home,Washington Wizards,W,132,120,6,29,W 1,17307,2:17,2024,NOP
36,2025-01-05,6:00p,Away,Washington Wizards,W,110,98,7,29,W 2,15451,2:08,2024,NOP
37,2025-01-07,8:00p,Home,Minnesota Timberwolves,L,97,104,7,30,L 1,16282,2:18,2024,NOP
38,2025-01-08,8:00p,Home,Portland Trail Blazers,L,100,119,7,31,L 2,16425,1:58,2024,NOP
39,2025-01-10,7:00p,Away,Philadelphia 76ers,W,123,115,8,31,W 1,19779,2:12,2024,NOP
40,2025-01-12,6:00p,Away,Boston Celtics,L,119,120,8,32,L 1,19156,2:15,2024,NOP
41,2025-01-14,8:00p,Away,Chicago Bulls,W,119,113,9,32,W 1,17210,2:11,2024,NOP
42,2025-01-15,8:00p,Home,Dallas Mavericks,W,119,116,10,32,W 2,16488,2:13,2024,NOP
43,2025-01-17,8:00p,Home,Utah Jazz,W,136,123,11,32,W 3,18321,2:23,2024,NOP
44,2025-01-20,8:00p,Home,Utah Jazz,W,123,119,12,32,W 4,14830,2:30,2024,NOP
45,2025-01-24,8:00p,Away,Memphis Grizzlies,L,126,139,12,33,L 1,16495,2:06,2024,NOP
46,2025-01-25,7:00p,Away,Charlotte Hornets,L,92,123,12,34,L 2,18461,2:07,2024,NOP
47,2025-01-27,7:30p,Away,Toronto Raptors,L,104,113,12,35,L 3,18054,2:17,2024,NOP
48,2025-01-29,8:00p,Home,Dallas Mavericks,L,136,137,12,36,L 4,15656,2:14,2024,NOP
49,2025-01-31,8:00p,Home,Boston Celtics,L,116,118,12,37,L 5,16432,2:16,2024,NOP
50,2025-02-03,9:00p,Away,Denver Nuggets,L,113,125,12,38,L 6,19587,2:09,2024,NOP
51,2025-02-05,9:00p,Away,Denver Nuggets,L,119,144,12,39,L 7,19526,2:06,2024,NOP
52,2025-02-08,10:00p,Away,Sacramento Kings,L,118,123,12,40,L 8,17832,2:25,2024,NOP
53,2025-02-10,8:00p,Away,Oklahoma City Thunder,L,101,137,12,41,L 9,17340,2:09,2024,NOP
54,2025-02-12,8:00p,Home,Sacramento Kings,L,111,119,12,42,L 10,17444,2:14,2024,NOP
55,2025-02-13,8:00p,Home,Sacramento Kings,W,140,133,13,42,W 1,16686,2:39,2024,NOP
56,2025-02-21,8:30p,Away,Dallas Mavericks,L,103,111,13,43,L 1,20125,2:15,2024,NOP
57,2025-02-23,7:00p,Home,San Antonio Spurs,W,114,96,14,43,W 1,17399,2:16,2024,NOP
58,2025-02-25,8:00p,Home,San Antonio Spurs,W,109,103,15,43,W 2,16767,2:20,2024,NOP
59,2025-02-27,9:00p,Away,Phoenix Suns,W,124,116,16,43,W 3,17071,1:58,2024,NOP
60,2025-02-28,9:00p,Away,Phoenix Suns,L,108,125,16,44,L 1,17071,2:03,2024,NOP
61,2025-03-02,8:00p,Away,Utah Jazz,W,128,121,17,44,W 1,18175,2:10,2024,NOP
62,2025-03-04,10:30p,Away,Los Angeles Lakers,L,115,136,17,45,L 1,18997,2:10,2024,NOP
63,2025-03-06,8:00p,Home,Houston Rockets,L,97,109,17,46,L 2,17636,2:21,2024,NOP
64,2025-03-08,7:00p,Away,Houston Rockets,L,117,146,17,47,L 3,18055,2:06,2024,NOP
65,2025-03-09,7:00p,Home,Memphis Grizzlies,L,104,107,17,48,L 4,17435,2:20,2024,NOP
66,2025-03-11,8:00p,Home,Los Angeles Clippers,W,127,120,18,48,W 1,17363,2:17,2024,NOP
67,2025-03-13,8:00p,Home,Orlando Magic,L,93,113,18,49,L 1,16323,2:10,2024,NOP
68,2025-03-15,8:30p,Away,San Antonio Spurs,L,115,119,18,50,L 2,18549,2:20,2024,NOP
69,2025-03-17,8:00p,Home,Detroit Pistons,L,81,127,18,51,L 3,17398,2:16,2024,NOP
